"ip","city","region","country","isp","page","referrer","timestamp","userAgent","user_agent","created_at"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6959157aaaec2aecad50c9af--safesapcr.netlify.app/","2026-01-03T13:11:40.699Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T13:11:41.485Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695913792dd041e967b0f78c--safesapcr.netlify.app/","2026-01-03T13:03:09.165Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T13:03:09.939Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69591202e8b9d7ec90333eff--safesapcr.netlify.app/","2026-01-03T12:56:58.368Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:56:59.154Z"
"91.98.176.10","Falkenstein","Saxony","Germany","Hetzner Online GmbH","/","https://safesapcrtx.org/","2026-01-03T12:48:42.016Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","2026-01-03T12:48:42.108Z"
"2603:6000:acf0:77b0:3126:f04:1e7e:ec44","Milwaukee","Wisconsin","United States","TWC-10796-MIDWEST","/","https://safesapcrtx.org/","2026-01-03T12:45:04.993Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1","2026-01-03T12:45:05.129Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69590d5e90683de3f6c8a1f1--safesapcr.netlify.app/","2026-01-03T12:37:09.091Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:37:09.887Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69590ae3e61b2dd747cde3ca--safesapcr.netlify.app/","2026-01-03T12:26:30.350Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:26:31.112Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69590a27216292d5970c93af--safesapcr.netlify.app/","2026-01-03T12:23:22.499Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:23:23.273Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695909320763dcd67153d832--safesapcr.netlify.app/","2026-01-03T12:19:22.998Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:19:23.748Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T12:18:49.798Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T12:18:49.897Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695908422dd041cd93b0f71b--safesapcr.netlify.app/","2026-01-03T12:15:17.771Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:15:18.519Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69590781c793d8d676a09b7c--safesapcr.netlify.app/","2026-01-03T12:12:02.515Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:12:03.282Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695906ca0763dcd0a053d935--safesapcr.netlify.app/","2026-01-03T12:09:04.653Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:09:05.407Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695905be2dd041c6fdb0fab3--safesapcr.netlify.app/","2026-01-03T12:04:39.060Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T12:04:39.796Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://69590045ba8ac7b766bda3cd--safesapcr.netlify.app/","2026-01-03T11:41:12.994Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T11:41:13.747Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6958ffa3aead7faff4929b0c--safesapcr.netlify.app/","2026-01-03T11:38:32.244Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T11:38:32.984Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6958fdb790683dbce2c8a190--safesapcr.netlify.app/","2026-01-03T11:30:24.499Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T11:30:25.217Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6958fc7c948bf4a5fe4498a3--safesapcr.netlify.app/","2026-01-03T11:25:01.096Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T11:25:01.831Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6958fadbb07f32a3c59f2525--safesapcr.netlify.app/","2026-01-03T11:18:09.344Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T11:18:10.084Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/other-states","https://safesapcrtx.org/other-states","2026-01-03T11:16:37.296Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-03T11:16:38.001Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T11:16:28.858Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-03T11:16:29.582Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6958eec1794266684f1e9a22--safesapcr.netlify.app/","2026-01-03T10:26:39.193Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T10:26:39.918Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T09:50:43.070Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T09:50:43.231Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6958e5938870fd9da4a4e8a8--safesapcr.netlify.app/","2026-01-03T09:47:19.952Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T09:47:20.648Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T09:45:09.611Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-03T09:45:10.284Z"
"2001:bc8:1f90:21:da5e:d3ff:fe1d:23b2","Warsaw","Mazovia","Poland","Scaleway S.a.s.","/","https://safesapcrtx.org/","2026-01-03T09:11:00.328Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.3","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.3","2026-01-03T09:11:00.464Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/other-states","https://safesapcrtx.org/other-states","2026-01-03T09:10:49.360Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36","2026-01-03T09:10:50.020Z"
"98.93.82.62","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-03T08:05:01.657Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","2026-01-03T08:05:01.749Z"
"54.210.206.120","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-03T08:04:58.106Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","2026-01-03T08:04:58.182Z"
"54.144.19.30","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-03T08:02:02.295Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","2026-01-03T08:02:02.376Z"
"54.89.169.112","Ashburn","Virginia","United States","AMAZON-AES","/","https://safesapcrtx.org/","2026-01-03T08:01:57.647Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","2026-01-03T08:01:57.713Z"
"2001:bc8:1da0:1f:da5e:d3ff:fe43:f764","Warsaw","Mazovia","Poland","Scaleway S.a.s.","/","https://safesapcrtx.org/","2026-01-03T07:15:53.542Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.3","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.3","2026-01-03T07:15:53.662Z"
"104.199.40.115","Brussels","Brussels Capital","Belgium","GOOGLE-CLOUD-PLATFORM","/","https://safesapcrtx.org/","2026-01-03T06:24:54.094Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","2026-01-03T06:24:54.210Z"
"34.76.117.34","Brussels","Brussels Capital","Belgium","GOOGLE-CLOUD-PLATFORM","/","https://safesapcrtx.org/","2026-01-03T06:22:21.023Z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","2026-01-03T06:22:21.127Z"
"146.75.164.249","Houston","Texas","United States","FASTLY","/","https://safesapcrtx.org/","2026-01-03T03:26:26.621Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T03:26:26.694Z"
"2600:100d:b09f:b63e:e00b:72:9da6:6b1a","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T03:11:25.377Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T03:11:25.472Z"
"2600:1700:a670:bae0:e558:128d:e902:6ee1","Channelview","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T02:58:43.528Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-03T02:58:44.063Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T02:36:16.468Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T02:36:16.686Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://6958796890683d8f8dc8a2c0--safesapcr.netlify.app/","2026-01-03T02:05:49.342Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T02:05:49.785Z"
"97.178.48.27","Houston","Texas","United States","CELLCO-PART","/","https://695877e32932d076917b6e54--safesapcr.netlify.app/","2026-01-03T01:59:18.222Z","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse","2026-01-03T01:59:18.643Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T01:41:14.732Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T01:41:14.811Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T01:27:19.780Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T01:27:19.869Z"
"2600:1702:5c60:4740:1af:9479:4559:6e5e","Spring","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T01:06:09.457Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1","2026-01-03T01:06:09.520Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T00:56:24.544Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T00:56:24.708Z"
"167.114.3.106","Wroclaw","Lower Silesia","Poland","OVH SAS","/other-states","https://safesapcrtx.org/other-states","2026-01-03T00:50:16.931Z","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36","2026-01-03T00:50:17.237Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T00:40:02.419Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T00:40:02.565Z"
"2600:1700:a670:bae0:bc0b:fbce:80dd:33fd","Channelview","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-03T00:39:48.100Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1 OPX/3.1.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1 OPX/3.1.1","2026-01-03T00:39:58.775Z"
"2600:100d:b076:b647:b50e:3574:870f:afbc","Houston","Texas","United States","CELLCO-PART","/","https://safesapcrtx.org/","2026-01-03T00:33:33.014Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-01-03T00:33:33.164Z"
"34.220.92.67","Boardman","Oregon","United States","AMAZON-02","/","https://safesapcrtx.org/","2026-01-02T23:19:27.464Z","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0","2026-01-02T23:19:27.575Z"
"2001:bc8:701:51:da5e:d3ff:feea:ec9d","Paris","Île-de-France","France","Scaleway S.a.s.","/","https://safesapcrtx.org/","2026-01-02T22:19:20.872Z","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.3","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.3","2026-01-02T22:19:20.986Z"
"2600:1700:2900:5800:69a9:264f:d020:a96d","Arlington","Texas","United States","ATT-INTERNET4","/","https://safesapcrtx.org/","2026-01-02T21:44:20.982Z","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1","2026-01-02T21:44:21.084Z"
"135.232.20.49","Boydton","Virginia","United States","MICROSOFT-CORP-MSN-AS-BLOCK","/","https://safesapcrtx.org/","2026-01-02T21:40:32.486Z","Mozilla/5.0 (Linux; Android 9; itel A27) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.143 Mobile Safari/537.36","Mozilla/5.0 (Linux; Android 9; itel A27) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.143 Mobile Safari/537.36","2026-01-02T21:40:32.572Z"
